experiment,workflow,energy_trace,shift_mode,c_value,deadline_factor,deadline,task_ordering,scheduling_hash,power_distribution,min_makespan,makespan,workflow_stretch,brown_energy_used,green_energy_used,total_energy,green_energy_not_used,max_active_tasks,active_tasks_mean,active_tasks_std,number_of_tasks,scheduling_violations
J45_E12,montage,trace-1,none,0.5,1,20876,runtime_ascending,-9140898475554842766,exponential,20876,20734,20734,6.365645344175164e-07,3768783.7853529286,3768783.785353565,6512843216.214648,762,106.11111111111111,208.49855266798969,992,0
J45_E13,montage,trace-1,none,0.8,1,20876,energy,-7264280169756601589,exponential,20876,20662,20662,0,3768783.785351752,3768783.785351752,6512843216.214648,762,38.5,134.14243753707137,992,0
J45_E14,montage,trace-1,none,0.8,1,20876,power,8326578898677249544,exponential,20876,20662,20662,0,3768783.7853499516,3768783.7853499516,6512843216.214648,708,84.2063492063492,172.15617054236415,992,0
J45_E15,montage,trace-1,none,0.8,1,20876,runtime,-7264280169756601589,exponential,20876,20662,20662,1.0442249731568154e-06,3768783.7853525244,3768783.7853535684,6512843216.214648,762,38.5,134.14243753707137,992,0
J45_E16,montage,trace-1,none,0.8,1,20876,runtime_ascending,-211139547172471361,exponential,20876,20777,20777,6.327254720162045e-07,3768783.785352932,3768783.7853535647,6512843216.214648,762,107.57777777777778,207.81126586935133,992,0
J45_E17,montage,trace-1,none,0,2,41752,energy,4460309587033641322,exponential,20876,20662,20662,0,3768783.785351752,3768783.785351752,6512843216.214648,762,50.166666666666664,153.91009986540752,992,0
J45_E18,montage,trace-1,none,0,2,41752,power,4460309587033641322,exponential,20876,20662,20662,0,3768783.785349951,3768783.785349951,6512843216.214648,762,50.166666666666664,153.91009986540752,992,0
J45_E19,montage,trace-1,none,0,2,41752,runtime,4460309587033641322,exponential,20876,20662,20662,1.0439850317567334e-06,3768783.7853525258,3768783.78535357,6512843216.214648,762,50.166666666666664,153.91009986540752,992,0
J45_E20,montage,trace-1,none,0,2,41752,runtime_ascending,4460309587033641322,exponential,20876,20662,20662,5.775389499973471e-07,3768783.785352985,3768783.7853535623,6512843216.214648,762,50.166666666666664,153.91009986540752,992,0
J45_E21,montage,trace-1,none,0.2,2,41752,energy,-6507669727708607946,exponential,20876,26377,26377,0,3768783.7853517504,3768783.7853517504,6512843216.214648,762,26.576923076923077,106.23343629208904,992,0
J45_E22,montage,trace-1,none,0.2,2,41752,power,2074208109696335938,exponential,20876,27292,27292,0,3768783.7853499474,3768783.7853499474,6512843216.214648,722,116.3076923076923,204.1622273729521,992,0
J45_E23,montage,trace-1,none,0.2,2,41752,runtime,2084770195114416524,exponential,20876,26377,26377,1.0209506573488625e-06,3768783.7853525514,3768783.785353572,6512843216.214648,762,30.58695652173913,112.90912296315643,992,0
J45_E24,montage,trace-1,none,0.2,2,41752,runtime_ascending,7996539751827072016,exponential,20876,23474,23474,5.856969576001347e-07,3768783.785352977,3768783.785353563,6512843216.214648,762,51.627906976744185,147.28398601338552,992,0
