experiment,workflow,energy_trace,shift_mode,c_value,deadline_factor,deadline,task_ordering,scheduling_hash,power_distribution,min_makespan,makespan,workflow_stretch,brown_energy_used,green_energy_used,total_energy,green_energy_not_used,max_active_tasks,active_tasks_mean,active_tasks_std,number_of_tasks,scheduling_violations
J30_E95,montage,trace-2,left,0.8,2,41752,runtime,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E96,montage,trace-2,left,0.8,2,41752,runtime_ascending,9066382153056231531,gaussian,20876,31911,31911,5391847.936592019,389150.2401571749,5780998.176749194,8671029849.759846,762,75.45454545454545,178.40409508093992,992,0
J30_E97,montage,trace-2,left,0,4,83504,energy,-2732496202681608661,gaussian,20876,47662,20662,0,5780998.176741795,5780998.176741795,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E98,montage,trace-2,left,0,4,83504,power,-2347761577577958480,gaussian,20876,44053,44053,4755127.289835516,1025870.8869062625,5780998.176741779,8670393129.113094,437,50.43478260869565,84.52971921136194,992,0
J30_E99,montage,trace-2,left,0,4,83504,runtime,-2732496202681608661,gaussian,20876,47662,20662,1.3375713869834271e-06,5780998.176744083,5780998.17674542,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E100,montage,trace-2,left,0,4,83504,runtime_ascending,6094145097033293532,gaussian,20876,27999,27999,5765784.851980806,15213.324764698744,5780998.176745505,8671403786.675236,762,57.94736842105263,173.03675707272606,992,0
J30_E101,montage,trace-2,left,0.2,4,83504,energy,-6449124424300152720,gaussian,20876,57077,30077,0,5780998.176741785,5780998.176741785,8665638001.823257,762,24.75438596491228,101.56565095362745,992,0
J30_E102,montage,trace-2,left,0.2,4,83504,power,2791973229588427941,gaussian,20876,44053,44053,4630535.703295552,1150462.4734462397,5780998.176741792,8670268537.526554,347,64.72222222222223,85.75995825705358,992,0
J30_E103,montage,trace-2,left,0.2,4,83504,runtime,-488526065646129938,gaussian,20876,57077,30077,1.3230251560969464e-06,5780998.176744098,5780998.176745421,8665638001.823257,762,30.29787234042553,111.69599947949112,992,0
J30_E104,montage,trace-2,left,0.2,4,83504,runtime_ascending,7717172578406115498,gaussian,20876,29041,29041,5696380.539145686,84617.63759981934,5780998.176745505,8671334382.362402,762,84.21212121212122,185.45362587041765,992,0
J30_E105,montage,trace-2,left,0.5,4,83504,energy,-1222654357077108327,gaussian,20876,68842,41842,0,5780998.176741789,5780998.176741789,8665638001.823257,762,25.36842105263158,101.50081484172348,992,0
J30_E106,montage,trace-2,left,0.5,4,83504,power,-3994885594180536364,gaussian,20876,44053,44053,4551501.847821212,1229496.328920574,5780998.176741786,8670189503.67108,339,68.5,86.17740686830543,992,0
J30_E107,montage,trace-2,left,0.5,4,83504,runtime,4129311026981768995,gaussian,20876,68842,41842,1.3421170841354524e-06,5780998.1767440755,5780998.1767454175,8665638001.823257,762,31.06382978723404,111.59776455905867,992,0
J30_E108,montage,trace-2,left,0.5,4,83504,runtime_ascending,4289379265952347820,gaussian,20876,47449,47449,5374543.243515082,406454.93323041126,5780998.176745493,8671012545.06677,762,33.18181818181818,133.02665488198562,992,0
J30_E109,montage,trace-2,left,0.8,4,83504,energy,-4344811505278517130,gaussian,20876,73608,73608,5374721.100109009,406277.07663278095,5780998.17674179,8671012722.923367,762,27.15686274509804,107.13811134213998,992,0
J30_E110,montage,trace-2,left,0.8,4,83504,power,-6704988152501043423,gaussian,20876,44043,44043,4662387.220433607,1118610.9563081777,5780998.176741784,8670300389.043692,288,72.98039215686275,86.5814045153065,992,0
J30_E111,montage,trace-2,left,0.8,4,83504,runtime,1970251272702476279,gaussian,20876,73608,73608,5374721.100110638,406277.07663486805,5780998.176745506,8671012722.923367,762,32.325581395348834,116.58528881512586,992,0
J30_E112,montage,trace-2,left,0.8,4,83504,runtime_ascending,-4137460342424634009,gaussian,20876,58271,58271,5374543.24351508,406454.9332304122,5780998.176745492,8671012545.06677,762,33.18181818181818,133.02665488198562,992,0
J30_E113,montage,trace-2,left,0,8,167008,energy,-2732496202681608661,gaussian,20876,47662,20662,0,5780998.176741795,5780998.176741795,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E114,montage,trace-2,left,0,8,167008,power,-2347761577577958480,gaussian,20876,44053,44053,4755127.289835516,1025870.8869062625,5780998.176741779,8670393129.113094,437,50.43478260869565,84.52971921136194,992,0
J30_E115,montage,trace-2,left,0,8,167008,runtime,-2732496202681608661,gaussian,20876,47662,20662,1.3375713869834271e-06,5780998.176744083,5780998.17674542,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E116,montage,trace-2,left,0,8,167008,runtime_ascending,6094145097033293532,gaussian,20876,27999,27999,5765784.851980806,15213.324764698744,5780998.176745505,8671403786.675236,762,57.94736842105263,173.03675707272606,992,0
J30_E117,montage,trace-2,left,0.2,8,167008,energy,-1388410646045246207,gaussian,20876,114464,87464,0,5780998.176741792,5780998.176741792,8665638001.823257,762,32.06122448979592,109.86476690369265,992,0
J30_E118,montage,trace-2,left,0.2,8,167008,power,-7444105141931810341,gaussian,20876,44053,44053,4259537.616618962,1521460.5601228299,5780998.176741792,8669897539.439877,285,63.660714285714285,85.75785716151648,992,0
J30_E119,montage,trace-2,left,0.2,8,167008,runtime,-4703017647625454295,gaussian,20876,114464,87464,1.4293251915376004e-06,5780998.176743985,5780998.176745415,8665638001.823257,762,40.82051282051282,122.64387293359235,992,0
J30_E120,montage,trace-2,left,0.2,8,167008,runtime_ascending,5804369360278384222,gaussian,20876,47761,47761,5374543.2435150845,406454.933230415,5780998.1767454995,8671012545.06677,762,33.18181818181818,133.02665488198562,992,0
J30_E121,montage,trace-2,left,0.5,8,167008,energy,-8956591840310356225,gaussian,20876,138995,111995,0,5780998.176741792,5780998.176741792,8665638001.823257,762,25.545454545454547,115.49639167734314,992,0
J30_E122,montage,trace-2,left,0.5,8,167008,power,-2252860532829645518,gaussian,20876,44053,44053,3948892.5862143775,1832105.5905274246,5780998.176741802,8669586894.409472,383,64.1,101.44042252491803,992,0
J30_E123,montage,trace-2,left,0.5,8,167008,runtime,-5149992275090745600,gaussian,20876,138995,111995,1.378036351695755e-06,5780998.176744042,5780998.17674542,8665638001.823257,762,35.12903225806452,137.3889228760174,992,0
J30_E124,montage,trace-2,left,0.5,8,167008,runtime_ascending,-3829066956433329375,gaussian,20876,114464,114464,5374543.243515082,406454.933230415,5780998.176745497,8671012545.06677,762,32.205882352941174,131.1191406899026,992,0
J30_E125,montage,trace-2,left,0.8,8,167008,energy,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E126,montage,trace-2,left,0.8,8,167008,power,4445754970819004869,gaussian,20876,44053,44053,3697621.84179645,2083376.3349489677,5780998.1767454175,8669335623.665052,279,68.36923076923077,84.57366781960883,992,0
J30_E127,montage,trace-2,left,0.8,8,167008,runtime,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E128,montage,trace-2,left,0.8,8,167008,runtime_ascending,-462702402701031328,gaussian,20876,35041,35041,4157533.68474831,1623464.4919934883,5780998.176741798,8669795535.508007,337,106.87272727272727,105.21319705729331,992,0
J30_E129,montage,trace-2,right-left,0,1,20876,energy,4460309587033641322,gaussian,20876,20662,20662,5780998.176741795,0.0,5780998.176741795,8671419000.0,762,50.166666666666664,153.91009986540752,992,0
J30_E130,montage,trace-2,right-left,0,1,20876,power,4460309587033641322,gaussian,20876,20662,20662,5780998.176743415,2.08243727684021e-06,5780998.176745498,8671418999.999998,762,50.166666666666664,153.91009986540752,992,0
J30_E131,montage,trace-2,right-left,0,1,20876,runtime,4460309587033641322,gaussian,20876,20662,20662,5780998.176743422,2.08243727684021e-06,5780998.176745504,8671418999.999998,762,50.166666666666664,153.91009986540752,992,0
J30_E132,montage,trace-2,right-left,0,1,20876,runtime_ascending,4460309587033641322,gaussian,20876,20662,20662,5780998.176743422,2.08243727684021e-06,5780998.176745504,8671418999.999998,762,50.166666666666664,153.91009986540752,992,0
J30_E133,montage,trace-2,right-left,0.2,1,20876,energy,3765703467640261169,gaussian,20876,20836,20836,5780998.1767417835,0.0,5780998.1767417835,8671419000.0,762,35.16981132075472,104.9984864083318,992,0
J30_E134,montage,trace-2,right-left,0.2,1,20876,power,4165872629244273922,gaussian,20876,20720,20720,5780998.176743425,2.08243727684021e-06,5780998.176745508,8671418999.999998,762,144.06451612903226,218.0024334951738,992,0
J30_E135,montage,trace-2,right-left,0.2,1,20876,runtime,6206812887360194995,gaussian,20876,20836,20836,5780998.176743422,2.08243727684021e-06,5780998.176745504,8671418999.999998,762,35.733333333333334,113.47855223865794,992,0
J30_E136,montage,trace-2,right-left,0.2,1,20876,runtime_ascending,-360571183906229434,gaussian,20876,20691,20691,5780998.176743414,2.08243727684021e-06,5780998.176745497,8671418999.999998,762,96.27906976744185,203.1111970350695,992,0
J30_E137,montage,trace-2,right-left,0.5,1,20876,energy,5240532942995568150,gaussian,20876,20662,20662,5780998.176741791,0.0,5780998.176741791,8671419000.0,762,34.84905660377358,105.41463849346671,992,0
J30_E138,montage,trace-2,right-left,0.5,1,20876,power,-1579289504695864805,gaussian,20876,20734,20734,5780998.176743428,2.08243727684021e-06,5780998.176745511,8671418999.999998,762,165.33018867924528,224.83338684872587,992,0
J30_E139,montage,trace-2,right-left,0.5,1,20876,runtime,-1113716814405807702,gaussian,20876,20662,20662,5780998.176743422,2.08243727684021e-06,5780998.176745504,8671418999.999998,762,33.666666666666664,113.60197661532607,992,0
J30_E140,montage,trace-2,right-left,0.5,1,20876,runtime_ascending,-9140898475554842766,gaussian,20876,20734,20734,5780998.17674343,2.08243727684021e-06,5780998.1767455125,8671418999.999998,762,106.11111111111111,208.49855266798969,992,0
J30_E141,montage,trace-2,right-left,0.8,1,20876,energy,-7264280169756601589,gaussian,20876,20662,20662,5780998.176741791,0.0,5780998.176741791,8671419000.0,762,38.5,134.14243753707137,992,0
J30_E142,montage,trace-2,right-left,0.8,1,20876,power,392980450050862041,gaussian,20876,20777,20777,5780998.176741792,0.0,5780998.176741792,8671419000.0,736,68.0,161.38800127804342,992,0
J30_E143,montage,trace-2,right-left,0.8,1,20876,runtime,-7264280169756601589,gaussian,20876,20662,20662,5780998.17674342,2.08243727684021e-06,5780998.176745502,8671418999.999998,762,38.5,134.14243753707137,992,0
J30_E144,montage,trace-2,right-left,0.8,1,20876,runtime_ascending,-211139547172471361,gaussian,20876,20777,20777,5780998.176743428,2.08243727684021e-06,5780998.176745511,8671418999.999998,762,107.57777777777778,207.81126586935133,992,0
J30_E145,montage,trace-2,right-left,0,2,41752,energy,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E146,montage,trace-2,right-left,0,2,41752,power,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E147,montage,trace-2,right-left,0,2,41752,runtime,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E148,montage,trace-2,right-left,0,2,41752,runtime_ascending,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E149,montage,trace-2,right-left,0.2,2,41752,energy,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E150,montage,trace-2,right-left,0.2,2,41752,power,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E151,montage,trace-2,right-left,0.2,2,41752,runtime,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E152,montage,trace-2,right-left,0.2,2,41752,runtime_ascending,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E153,montage,trace-2,right-left,0.5,2,41752,energy,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E154,montage,trace-2,right-left,0.5,2,41752,power,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E155,montage,trace-2,right-left,0.5,2,41752,runtime,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E156,montage,trace-2,right-left,0.5,2,41752,runtime_ascending,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E157,montage,trace-2,right-left,0.8,2,41752,energy,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E158,montage,trace-2,right-left,0.8,2,41752,power,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E159,montage,trace-2,right-left,0.8,2,41752,runtime,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E160,montage,trace-2,right-left,0.8,2,41752,runtime_ascending,1303674642018322419,gaussian,20876,41752,20662,879076.7988271768,4901921.377914617,5780998.176741794,8666517078.622086,525,132.28571428571428,144.77397625844458,992,0
J30_E161,montage,trace-2,right-left,0,4,83504,energy,-2732496202681608661,gaussian,20876,47662,20662,0,5780998.176741795,5780998.176741795,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E162,montage,trace-2,right-left,0,4,83504,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E163,montage,trace-2,right-left,0,4,83504,runtime,-2732496202681608661,gaussian,20876,47662,20662,1.3375713869834271e-06,5780998.176744083,5780998.17674542,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E164,montage,trace-2,right-left,0,4,83504,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E165,montage,trace-2,right-left,0.2,4,83504,energy,-6449124424300152720,gaussian,20876,57077,30077,0,5780998.176741785,5780998.176741785,8665638001.823257,762,24.75438596491228,101.56565095362745,992,0
J30_E166,montage,trace-2,right-left,0.2,4,83504,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E167,montage,trace-2,right-left,0.2,4,83504,runtime,-488526065646129938,gaussian,20876,57077,30077,1.3230251560969464e-06,5780998.176744098,5780998.176745421,8665638001.823257,762,30.29787234042553,111.69599947949112,992,0
J30_E168,montage,trace-2,right-left,0.2,4,83504,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E169,montage,trace-2,right-left,0.5,4,83504,energy,-1222654357077108327,gaussian,20876,68842,41842,0,5780998.176741789,5780998.176741789,8665638001.823257,762,25.36842105263158,101.50081484172348,992,0
J30_E170,montage,trace-2,right-left,0.5,4,83504,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E171,montage,trace-2,right-left,0.5,4,83504,runtime,4129311026981768995,gaussian,20876,68842,41842,1.3421170841354524e-06,5780998.1767440755,5780998.1767454175,8665638001.823257,762,31.06382978723404,111.59776455905867,992,0
J30_E172,montage,trace-2,right-left,0.5,4,83504,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E173,montage,trace-2,right-left,0.8,4,83504,energy,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E174,montage,trace-2,right-left,0.8,4,83504,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E175,montage,trace-2,right-left,0.8,4,83504,runtime,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E176,montage,trace-2,right-left,0.8,4,83504,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E177,montage,trace-2,right-left,0,8,167008,energy,-2732496202681608661,gaussian,20876,47662,20662,0,5780998.176741795,5780998.176741795,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E178,montage,trace-2,right-left,0,8,167008,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E179,montage,trace-2,right-left,0,8,167008,runtime,-2732496202681608661,gaussian,20876,47662,20662,1.3375713869834271e-06,5780998.176744083,5780998.17674542,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E180,montage,trace-2,right-left,0,8,167008,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E181,montage,trace-2,right-left,0.2,8,167008,energy,-1388410646045246207,gaussian,20876,114464,87464,0,5780998.176741792,5780998.176741792,8665638001.823257,762,32.06122448979592,109.86476690369265,992,0
J30_E182,montage,trace-2,right-left,0.2,8,167008,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E183,montage,trace-2,right-left,0.2,8,167008,runtime,-4703017647625454295,gaussian,20876,114464,87464,1.4293251915376004e-06,5780998.176743985,5780998.176745415,8665638001.823257,762,40.82051282051282,122.64387293359235,992,0
J30_E184,montage,trace-2,right-left,0.2,8,167008,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E185,montage,trace-2,right-left,0.5,8,167008,energy,-8956591840310356225,gaussian,20876,138995,111995,0,5780998.176741792,5780998.176741792,8665638001.823257,762,25.545454545454547,115.49639167734314,992,0
J30_E186,montage,trace-2,right-left,0.5,8,167008,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E187,montage,trace-2,right-left,0.5,8,167008,runtime,-5149992275090745600,gaussian,20876,138995,111995,1.378036351695755e-06,5780998.176744042,5780998.17674542,8665638001.823257,762,35.12903225806452,137.3889228760174,992,0
J30_E188,montage,trace-2,right-left,0.5,8,167008,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E189,montage,trace-2,right-left,0.8,8,167008,energy,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E190,montage,trace-2,right-left,0.8,8,167008,power,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E191,montage,trace-2,right-left,0.8,8,167008,runtime,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J30_E192,montage,trace-2,right-left,0.8,8,167008,runtime_ascending,-2732496202681608661,gaussian,20876,47662,20662,2.7230998789207206e-06,5780998.176746316,5780998.176749039,8665638001.823257,762,48.16,151.00322292366258,992,0
J13_E1,montage,trace-1,none,0,1,20876,energy,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546456,5706642.948546456,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E2,montage,trace-1,none,0,1,20876,power,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546463,5706642.948546463,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E3,montage,trace-1,none,0,1,20876,runtime,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546456,5706642.948546456,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E4,montage,trace-1,none,0,1,20876,runtime_ascending,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546457,5706642.948546457,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E5,montage,trace-1,none,0.2,1,20876,energy,-7394521493733900320,uniform,20876,20836,20836,0,5706642.948542858,5706642.948542858,6510905357.051454,762,34.46296296296296,104.32617807896847,992,0
J13_E6,montage,trace-1,none,0.2,1,20876,power,-521927298358797552,uniform,20876,20720,20720,1.4684413685017716e-07,5706642.948546324,5706642.948546471,6510905357.051454,762,149.18085106382978,233.65409424704652,992,0
J13_E7,montage,trace-1,none,0.2,1,20876,runtime,6206812887360194995,uniform,20876,20836,20836,0,5706642.948546458,5706642.948546458,6510905357.051454,762,35.733333333333334,113.47855223865794,992,0
J13_E8,montage,trace-1,none,0.2,1,20876,runtime_ascending,-360571183906229434,uniform,20876,20691,20691,0,5706642.948546459,5706642.948546459,6510905357.051454,762,96.27906976744185,203.1111970350695,992,0
J13_E9,montage,trace-1,none,0.5,1,20876,energy,1535389008334328389,uniform,20876,20662,20662,0,5706642.94854646,5706642.94854646,6510905357.051454,762,34.5,102.85948049291677,992,0
J13_E10,montage,trace-1,none,0.5,1,20876,power,-2352645807231465480,uniform,20876,20734,20734,1.3268759424533982e-06,5706642.948548755,5706642.948550082,6510905357.051454,762,152.34375,231.8177064271793,992,0
J13_E11,montage,trace-1,none,0.5,1,20876,runtime,-1113716814405807702,uniform,20876,20662,20662,0,5706642.948546458,5706642.948546458,6510905357.051454,762,33.666666666666664,113.60197661532607,992,0
J13_E12,montage,trace-1,none,0.5,1,20876,runtime_ascending,-9140898475554842766,uniform,20876,20734,20734,0,5706642.948542852,5706642.948542852,6510905357.051454,762,106.11111111111111,208.49855266798969,992,0
J13_E13,montage,trace-1,none,0.8,1,20876,energy,-7264280169756601589,uniform,20876,20662,20662,0,5706642.948546453,5706642.948546453,6510905357.051454,762,38.5,134.14243753707137,992,0
J13_E14,montage,trace-1,none,0.8,1,20876,power,4788126509430786250,uniform,20876,20777,20777,1.2769681312363446e-06,5706642.948548808,5706642.948550085,6510905357.051453,720,73.95238095238095,164.37628238885793,992,0
J13_E15,montage,trace-1,none,0.8,1,20876,runtime,-7264280169756601589,uniform,20876,20662,20662,0,5706642.948546453,5706642.948546453,6510905357.051454,762,38.5,134.14243753707137,992,0
J13_E16,montage,trace-1,none,0.8,1,20876,runtime_ascending,-211139547172471361,uniform,20876,20777,20777,0,5706642.948542852,5706642.948542852,6510905357.051454,762,107.57777777777778,207.81126586935133,992,0
J13_E17,montage,trace-1,none,0,2,41752,energy,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546456,5706642.948546456,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E18,montage,trace-1,none,0,2,41752,power,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546463,5706642.948546463,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E19,montage,trace-1,none,0,2,41752,runtime,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546456,5706642.948546456,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E20,montage,trace-1,none,0,2,41752,runtime_ascending,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546457,5706642.948546457,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E21,montage,trace-1,none,0.2,2,41752,energy,-5488049309650882254,uniform,20876,26377,26377,0,5706642.948546453,5706642.948546453,6510905357.051454,762,26.169811320754718,104.94627487233218,992,0
J13_E22,montage,trace-1,none,0.2,2,41752,power,3323112449444464379,uniform,20876,24627,24627,0,5706642.948546461,5706642.948546461,6510905357.051454,716,122.32673267326733,208.6073876405575,992,0
J13_E23,montage,trace-1,none,0.2,2,41752,runtime,2084770195114416524,uniform,20876,26377,26377,0,5706642.948546453,5706642.948546453,6510905357.051454,762,30.58695652173913,112.90912296315643,992,0
J13_E24,montage,trace-1,none,0.2,2,41752,runtime_ascending,7996539751827072016,uniform,20876,23474,23474,0,5706642.948542858,5706642.948542858,6510905357.051454,762,51.627906976744185,147.28398601338552,992,0
J13_E25,montage,trace-1,none,0.5,2,41752,energy,-4767939326875051508,uniform,20876,33465,33465,0,5706642.948546452,5706642.948546452,6510905357.051454,762,23.45762711864407,99.69389737382474,992,0
J13_E26,montage,trace-1,none,0.5,2,41752,power,8635711744515949454,uniform,20876,33429,33429,0,5706642.948546458,5706642.948546458,6510905357.051454,597,80.21495327102804,134.44968393469472,992,0
J13_E27,montage,trace-1,none,0.5,2,41752,runtime,-6208457695267957303,uniform,20876,33465,33465,0,5706642.948546453,5706642.948546453,6510905357.051454,762,29.229166666666668,110.67342020429436,992,0
J13_E28,montage,trace-1,none,0.5,2,41752,runtime_ascending,3205807075310364070,uniform,20876,27693,27693,0,5706642.948542852,5706642.948542852,6510905357.051454,762,74.27659574468085,172.38338239891206,992,0
J13_E29,montage,trace-1,none,0.8,2,41752,energy,1155124198631629007,uniform,20876,38774,38774,0,5706642.9485464515,5706642.9485464515,6510905357.051454,762,28.16949152542373,100.21754828481764,992,0
J13_E30,montage,trace-1,none,0.8,2,41752,power,-268751199373192039,uniform,20876,39187,39187,6.737554514302246e-07,5706642.948545818,5706642.948546492,6510905357.051454,394,40.09345794392523,68.92469676917173,992,0
J13_E31,montage,trace-1,none,0.8,2,41752,runtime,4571145281411651283,uniform,20876,38774,38774,0,5706642.9485428855,5706642.9485428855,6510905357.051454,762,33.833333333333336,111.25231689355687,992,0
J13_E32,montage,trace-1,none,0.8,2,41752,runtime_ascending,-742930509576726246,uniform,20876,31911,31911,0,5706642.948542855,5706642.948542855,6510905357.051455,762,74.19148936170212,172.41880739462778,992,0
J13_E33,montage,trace-1,none,0,4,83504,energy,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546456,5706642.948546456,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E34,montage,trace-1,none,0,4,83504,power,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546463,5706642.948546463,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
J13_E35,montage,trace-1,none,0,4,83504,runtime,4460309587033641322,uniform,20876,20662,20662,0,5706642.948546456,5706642.948546456,6510905357.051454,762,50.166666666666664,153.91009986540752,992,0
