energy_trace,power_distribution,workflow,c_value,deadline_factor,shift_mode,task_ordering,AVERAGE_of_brown_energy_used,AVERAGE_of_green_energy_used,AVERAGE_of_makespan,AVERAGE_of_workflow_stretch
trace-4,gaussian,seismology,0.8,8,left,power,0.0000000368,27711853.5403111,57982.9,30982.9
trace-4,gaussian,seismology,0.8,8,left,runtime,0.0000000368,27711853.5403111,50036.3,23036.3
trace-4,gaussian,seismology,0.8,8,left,runtime_ascending,0.0000000368,27711853.5403111,58112.6,31112.6
trace-4,gaussian,seismology,0.8,8,none,energy,0.0000000368,27711853.5403111,50036.3,23036.3
trace-4,gaussian,seismology,0.8,8,none,power,0.0000000368,27711853.5403111,86197.9,59197.9
trace-4,gaussian,seismology,0.8,8,none,runtime,0.0000000368,27711853.5403111,50036.3,23036.3
trace-4,gaussian,seismology,0.8,8,none,runtime_ascending,0.0000000368,27711853.5403111,114240,87240
trace-4,gaussian,seismology,0.8,8,right-left,energy,0.0000000368,27711853.5403111,57982.9,30982.9
trace-4,gaussian,seismology,0.8,8,right-left,power,0.0000000368,27711853.5403111,57982.9,30982.9
trace-4,gaussian,seismology,0.8,8,right-left,runtime,0.0000000368,27711853.5403111,57982.9,30982.9
trace-4,gaussian,seismology,0.8,8,right-left,runtime_ascending,0.0000000368,27711853.5403111,57982.9,30982.9
trace-4,gaussian,soykb,0,2,left,energy,2709292.42690542,139353.965499582,41585,41585
trace-4,gaussian,soykb,0,2,left,power,1554415.41993991,1294230.97246452,43458.2,43458.2
trace-4,gaussian,soykb,0,2,left,runtime,2709292.42690542,139353.965499582,41585,41585
trace-4,gaussian,soykb,0,2,left,runtime_ascending,2800235.70510622,48410.6872987826,41585,41585
trace-4,gaussian,soykb,0,2,none,energy,2709292.42690546,139353.965499818,41585,41585
trace-4,gaussian,soykb,0,2,none,power,1581163.24767962,1267483.14472482,43459.5,43459.5
trace-4,gaussian,soykb,0,2,none,runtime,2709292.42690546,139353.965499819,41585,41585
trace-4,gaussian,soykb,0,2,none,runtime_ascending,2800235.70510622,48410.6872989676,41585,41585
trace-4,gaussian,soykb,0,2,right-left,energy,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0,2,right-left,power,250947.197292902,2597699.195112,45396,45396
trace-4,gaussian,soykb,0,2,right-left,runtime,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0,2,right-left,runtime_ascending,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0,4,left,energy,2709292.42690542,139353.965499582,41585,41585
trace-4,gaussian,soykb,0,4,left,power,1473503.95448177,1375142.43792304,44390.2,41690.2
trace-4,gaussian,soykb,0,4,left,runtime,2709292.42690542,139353.965499582,41585,41585
trace-4,gaussian,soykb,0,4,left,runtime_ascending,2800235.70510622,48410.6872987826,41585,41585
trace-4,gaussian,soykb,0,4,none,energy,2709292.42690546,139353.965499818,41585,41585
trace-4,gaussian,soykb,0,4,none,power,1477278.62149359,1371367.77091122,44391.5,41691.5
trace-4,gaussian,soykb,0,4,none,runtime,2709292.42690546,139353.965499819,41585,41585
trace-4,gaussian,soykb,0,4,none,runtime_ascending,2800235.70510622,48410.6872989676,41585,41585
trace-4,gaussian,soykb,0,4,right-left,energy,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0,4,right-left,power,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0,4,right-left,runtime,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0,4,right-left,runtime_ascending,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0,8,left,energy,2709292.42690542,139353.965499582,41585,41585
trace-4,gaussian,soykb,0,8,left,power,1473503.95448177,1375142.43792304,44390.2,41690.2
trace-4,gaussian,soykb,0,8,left,runtime,2709292.42690542,139353.965499582,41585,41585
trace-4,gaussian,soykb,0,8,left,runtime_ascending,2800235.70510622,48410.6872987826,41585,41585
trace-4,gaussian,soykb,0,8,none,energy,2709292.42690546,139353.965499818,41585,41585
trace-4,gaussian,soykb,0,8,none,power,1477278.62149359,1371367.77091122,44391.5,41691.5
trace-4,gaussian,soykb,0,8,none,runtime,2709292.42690546,139353.965499819,41585,41585
trace-4,gaussian,soykb,0,8,none,runtime_ascending,2800235.70510622,48410.6872989676,41585,41585
trace-4,gaussian,soykb,0,8,right-left,energy,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0,8,right-left,power,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0,8,right-left,runtime,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0,8,right-left,runtime_ascending,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,2,left,energy,2709292.426905,139353.965499062,41585,41585
trace-4,gaussian,soykb,0.5,2,left,power,2765648.41034963,82997.9820548078,41585,41585
trace-4,gaussian,soykb,0.5,2,left,runtime,2709292.426905,139353.96549897,41585,41585
trace-4,gaussian,soykb,0.5,2,left,runtime_ascending,2800235.70510588,48410.6872983685,41585,41585
trace-4,gaussian,soykb,0.5,2,none,energy,2709292.426905,139353.965499618,41585,41585
trace-4,gaussian,soykb,0.5,2,none,power,2765648.41034963,82997.9820551798,41585,41585
trace-4,gaussian,soykb,0.5,2,none,runtime,2709292.426905,139353.965499526,41585,41585
trace-4,gaussian,soykb,0.5,2,none,runtime_ascending,2800235.70510597,48410.6872990276,41585,41585
trace-4,gaussian,soykb,0.5,2,right-left,energy,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0.5,2,right-left,power,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0.5,2,right-left,runtime,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0.5,2,right-left,runtime_ascending,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0.5,4,left,energy,362257.552076859,2486388.84032777,49332.7,49332.7
trace-4,gaussian,soykb,0.5,4,left,power,403035.038438815,2445611.35396618,59197.4,56497.4
trace-4,gaussian,soykb,0.5,4,left,runtime,361190.478027791,2487455.91437702,48138,48138
trace-4,gaussian,soykb,0.5,4,left,runtime_ascending,313439.506776152,2535206.88562893,47056,47056
trace-4,gaussian,soykb,0.5,4,none,energy,401814.427883323,2446831.9645213,61831.9,61831.9
trace-4,gaussian,soykb,0.5,4,none,power,403235.276083333,2445411.11632166,63678.3,60978.3
trace-4,gaussian,soykb,0.5,4,none,runtime,408015.565121662,2440630.82728296,62365,62365
trace-4,gaussian,soykb,0.5,4,none,runtime_ascending,316558.035031958,2532088.35737304,47345,47345
trace-4,gaussian,soykb,0.5,4,right-left,energy,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,4,right-left,power,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,4,right-left,runtime,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,4,right-left,runtime_ascending,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,8,left,energy,314724.623664084,2533921.76874053,92300.5,92300.5
trace-4,gaussian,soykb,0.5,8,left,power,116512.839826694,2732133.55257821,97842.9,92442.9
trace-4,gaussian,soykb,0.5,8,left,runtime,353628.26056327,2495018.13184135,62408.5,62408.5
trace-4,gaussian,soykb,0.5,8,left,runtime_ascending,115702.197914319,2732944.19448994,80794,80794
trace-4,gaussian,soykb,0.5,8,none,energy,314924.961141665,2533721.43126296,133378.4,133378.4
trace-4,gaussian,soykb,0.5,8,none,power,118992.312540165,2729654.07986474,127170.7,121770.7
trace-4,gaussian,soykb,0.5,8,none,runtime,354062.889742378,2494583.50266225,128285,128285
trace-4,gaussian,soykb,0.5,8,none,runtime_ascending,115702.197914342,2732944.19449029,113726,113726
trace-4,gaussian,soykb,0.5,8,right-left,energy,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,8,right-left,power,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,8,right-left,runtime,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.5,8,right-left,runtime_ascending,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,2,left,energy,2541018.45914752,307627.933257289,41966,41966
trace-4,gaussian,soykb,0.8,2,left,power,2684375.05009482,164271.342309617,41849.5,41849.5
trace-4,gaussian,soykb,0.8,2,left,runtime,2542133.60964014,306512.782764672,41966,41966
trace-4,gaussian,soykb,0.8,2,left,runtime_ascending,2731183.34239806,117463.050006002,41585,41585
trace-4,gaussian,soykb,0.8,2,none,energy,2542771.31787565,305875.074528979,42012.4,42012.4
trace-4,gaussian,soykb,0.8,2,none,power,2685504.05347488,163142.338929927,41864,41864
trace-4,gaussian,soykb,0.8,2,none,runtime,2543302.16807698,305344.224327645,41966,41966
trace-4,gaussian,soykb,0.8,2,none,runtime_ascending,2731183.34239807,117463.050006558,41585,41585
trace-4,gaussian,soykb,0.8,2,right-left,energy,267990.221005796,2580656.17139929,45396,45396
trace-4,gaussian,soykb,0.8,2,right-left,power,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0.8,2,right-left,runtime,267945.783212159,2580700.60919292,45396,45396
trace-4,gaussian,soykb,0.8,2,right-left,runtime_ascending,268100.229099503,2580546.16330558,45396,45396
trace-4,gaussian,soykb,0.8,4,left,energy,352126.47480529,2496519.9175997,46160.2,46160.2
trace-4,gaussian,soykb,0.8,4,left,power,211043.339839367,2637603.05256591,49424.8,49424.8
trace-4,gaussian,soykb,0.8,4,left,runtime,356772.582625409,2491873.80977922,46017.1,46017.1
trace-4,gaussian,soykb,0.8,4,left,runtime_ascending,232855.127198211,2615791.26520669,56055.4,56055.4
trace-4,gaussian,soykb,0.8,4,none,energy,381816.974770252,2466829.41763455,79928.8,79928.8
trace-4,gaussian,soykb,0.8,4,none,power,214316.216760589,2634330.17564395,79448,79448
trace-4,gaussian,soykb,0.8,4,none,runtime,381144.908179601,2467501.48422503,81337,81337
trace-4,gaussian,soykb,0.8,4,none,runtime_ascending,233213.578174025,2615432.81423088,69304,69304
trace-4,gaussian,soykb,0.8,4,right-left,energy,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,4,right-left,power,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,4,right-left,runtime,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,4,right-left,runtime_ascending,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,8,left,energy,211106.172073524,2637540.22033156,67946.9,67946.9
trace-4,gaussian,soykb,0.8,8,left,power,98831.052573475,2749815.33983189,57554.6,52154.6
trace-4,gaussian,soykb,0.8,8,left,runtime,224493.597716549,2624152.79468881,46879.5,46879.5
trace-4,gaussian,soykb,0.8,8,left,runtime_ascending,75852.9032932956,2772793.48911206,47864.2,47864.2
trace-4,gaussian,soykb,0.8,8,none,energy,353723.102622067,2494923.28978256,160600.9,160600.9
trace-4,gaussian,soykb,0.8,8,none,power,718951.631863529,2129694.76054154,158761.7,153361.7
trace-4,gaussian,soykb,0.8,8,none,runtime,224922.056490011,2623724.33591471,164570,164570
trace-4,gaussian,soykb,0.8,8,none,runtime_ascending,262855.559792029,2585790.8326126,135885,135885
trace-4,gaussian,soykb,0.8,8,right-left,energy,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,8,right-left,power,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,8,right-left,runtime,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,soykb,0.8,8,right-left,runtime_ascending,0.0000003933,2848646.3924046,48382.5,21382.5
trace-4,gaussian,srasearch,0,2,left,energy,13829.7603485013,3493169.2127928,45156,22541
trace-4,gaussian,srasearch,0,2,left,power,1698551.3565093,1808447.61663144,34357.4,25311.4
trace-4,gaussian,srasearch,0,2,left,runtime,13829.7603485013,3493169.2127928,45156,22541
trace-4,gaussian,srasearch,0,2,left,runtime_ascending,3506873.17758677,125.7955500606,27002,27002
trace-4,gaussian,srasearch,0,2,none,energy,13829.7603485013,3493169.2127928,45156,22541
trace-4,gaussian,srasearch,0,2,none,power,1698942.21902183,1808056.75411873,34357.8,25311.8
trace-4,gaussian,srasearch,0,2,none,runtime,13829.7603485013,3493169.2127928,45156,22541
trace-4,gaussian,srasearch,0,2,none,runtime_ascending,3506873.17758702,125.7955507415,27002,27002
trace-4,gaussian,srasearch,0,2,right-left,energy,13829.7603477965,3493169.2127924,45156,22541
trace-4,gaussian,srasearch,0,2,right-left,power,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0,2,right-left,runtime,13829.7603477965,3493169.2127924,45156,22541
trace-4,gaussian,srasearch,0,2,right-left,runtime_ascending,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0,4,left,energy,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,4,left,power,1690620.73946991,1816378.23367083,36708.3,25908.3
trace-4,gaussian,srasearch,0,4,left,runtime,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,4,left,runtime_ascending,3506873.17758677,125.7955500606,27002,27002
trace-4,gaussian,srasearch,0,4,none,energy,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,4,none,power,1690689.85138764,1816309.12175292,36708.7,25908.7
trace-4,gaussian,srasearch,0,4,none,runtime,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,4,none,runtime_ascending,3506873.17758702,125.7955507415,27002,27002
trace-4,gaussian,srasearch,0,4,right-left,energy,0.0000000928,3506998.9731401,50295.6,23295.6
trace-4,gaussian,srasearch,0,4,right-left,power,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0,4,right-left,runtime,0.0000000928,3506998.9731401,50295.6,23295.6
trace-4,gaussian,srasearch,0,4,right-left,runtime_ascending,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0,8,left,energy,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,8,left,power,1690620.73946991,1816378.23367083,36708.3,25908.3
trace-4,gaussian,srasearch,0,8,left,runtime,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,8,left,runtime_ascending,3506873.17758677,125.7955500606,27002,27002
trace-4,gaussian,srasearch,0,8,none,energy,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,8,none,power,1690689.85138764,1816309.12175292,36708.7,25908.7
trace-4,gaussian,srasearch,0,8,none,runtime,0.0000007942,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0,8,none,runtime_ascending,3506873.17758702,125.7955507415,27002,27002
trace-4,gaussian,srasearch,0,8,right-left,energy,0.0000000928,3506998.9731401,50295.6,23295.6
trace-4,gaussian,srasearch,0,8,right-left,power,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0,8,right-left,runtime,0.0000000928,3506998.9731401,50295.6,23295.6
trace-4,gaussian,srasearch,0,8,right-left,runtime_ascending,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.5,2,left,energy,3366057.93241744,140941.040720184,27331,27331
trace-4,gaussian,srasearch,0.5,2,left,power,3412117.99387552,94880.9792650457,27273.7,27273.7
trace-4,gaussian,srasearch,0.5,2,left,runtime,3366057.93241744,140941.040720184,27331,27331
trace-4,gaussian,srasearch,0.5,2,left,runtime_ascending,3506873.17758673,125.7955529046,27002,27002
trace-4,gaussian,srasearch,0.5,2,none,energy,3369304.72295894,137694.250180889,30183.3,30183.3
trace-4,gaussian,srasearch,0.5,2,none,power,3423161.18164279,83837.7914968587,29498.2,29498.2
trace-4,gaussian,srasearch,0.5,2,none,runtime,3369304.72295894,137694.250180889,30183.3,30183.3
trace-4,gaussian,srasearch,0.5,2,none,runtime_ascending,3506873.17758674,125.7955532731,27002,27002
trace-4,gaussian,srasearch,0.5,2,right-left,energy,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.5,2,right-left,power,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.5,2,right-left,runtime,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.5,2,right-left,runtime_ascending,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.5,4,left,energy,0.0000007943,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0.5,4,left,power,1674833.26010675,1832165.71303399,40498.8,29698.8
trace-4,gaussian,srasearch,0.5,4,left,runtime,0.0000007943,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0.5,4,left,runtime_ascending,3496538.8242488,10460.1488908438,34003.4,34003.4
trace-4,gaussian,srasearch,0.5,4,none,energy,0.0000007943,3506998.9731405,65850,38850
trace-4,gaussian,srasearch,0.5,4,none,power,1676228.92219859,1830770.05094197,48742.6,40642.6
trace-4,gaussian,srasearch,0.5,4,none,runtime,0.0000007943,3506998.9731405,65850,38850
trace-4,gaussian,srasearch,0.5,4,none,runtime_ascending,3496538.8242488,10460.148891212,38569,38569
trace-4,gaussian,srasearch,0.5,4,right-left,energy,0.0000000928,3506998.9731401,55188.3,28188.3
trace-4,gaussian,srasearch,0.5,4,right-left,power,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.5,4,right-left,runtime,0.0000000928,3506998.9731401,55188.3,28188.3
trace-4,gaussian,srasearch,0.5,4,right-left,runtime_ascending,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.5,8,left,energy,0.0000007943,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0.5,8,left,power,1274769.04401136,2232229.92912938,40460.7,26960.7
trace-4,gaussian,srasearch,0.5,8,left,runtime,0.0000007943,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0.5,8,left,runtime_ascending,3464219.65668847,42779.3164517325,27179.6,27179.6
trace-4,gaussian,srasearch,0.5,8,none,energy,0.0000007943,3506998.9731405,113701,86701
trace-4,gaussian,srasearch,0.5,8,none,power,1276020.82722384,2230978.14591653,86610.1,73110.1
trace-4,gaussian,srasearch,0.5,8,none,runtime,0.0000007943,3506998.9731405,113701,86701
trace-4,gaussian,srasearch,0.5,8,none,runtime_ascending,3464269.98461908,42728.9885209305,65663,65663
trace-4,gaussian,srasearch,0.5,8,right-left,energy,0.0000000928,3506998.9731401,69543.6,42543.6
trace-4,gaussian,srasearch,0.5,8,right-left,power,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.5,8,right-left,runtime,0.0000000928,3506998.9731401,69543.6,42543.6
trace-4,gaussian,srasearch,0.5,8,right-left,runtime_ascending,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.8,2,left,energy,3285586.15624665,221412.816893358,45156,45156
trace-4,gaussian,srasearch,0.8,2,left,power,3391652.19008127,115346.783058745,35496.4,35496.4
trace-4,gaussian,srasearch,0.8,2,left,runtime,3285586.15624665,221412.816893358,45156,45156
trace-4,gaussian,srasearch,0.8,2,left,runtime_ascending,3505769.84528514,1229.1278548639,29286.5,29286.5
trace-4,gaussian,srasearch,0.8,2,none,energy,3342241.23396617,164757.739173663,45156,45156
trace-4,gaussian,srasearch,0.8,2,none,power,3409149.19109363,97849.782046564,38069.2,38069.2
trace-4,gaussian,srasearch,0.8,2,none,runtime,3342241.23396617,164757.739173663,45156,45156
trace-4,gaussian,srasearch,0.8,2,none,runtime_ascending,3505769.84528514,1229.1278548639,30200,30200
trace-4,gaussian,srasearch,0.8,2,right-left,energy,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.8,2,right-left,power,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.8,2,right-left,runtime,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.8,2,right-left,runtime_ascending,13829.7603480225,3493169.21279272,45156,22541
trace-4,gaussian,srasearch,0.8,4,left,energy,230251.373073848,3276747.60006745,32611,22564
trace-4,gaussian,srasearch,0.8,4,left,power,1528555.84637444,1978443.12676667,33513.1,31340.7
trace-4,gaussian,srasearch,0.8,4,left,runtime,230251.373073848,3276747.60006745,32611,22564
trace-4,gaussian,srasearch,0.8,4,left,runtime_ascending,3406888.26806747,100110.705072551,27317,27317
trace-4,gaussian,srasearch,0.8,4,none,energy,230255.114927382,3276743.85821391,32611,22564
trace-4,gaussian,srasearch,0.8,4,none,power,1545260.52124492,1961738.45189601,52777.2,47590.7
trace-4,gaussian,srasearch,0.8,4,none,runtime,230255.114927382,3276743.85821391,32611,22564
trace-4,gaussian,srasearch,0.8,4,none,runtime_ascending,3407590.02819812,99408.9449418844,51875,51875
trace-4,gaussian,srasearch,0.8,4,right-left,energy,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.8,4,right-left,power,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.8,4,right-left,runtime,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.8,4,right-left,runtime_ascending,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.8,8,left,energy,0.0000007943,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0.8,8,left,power,1214287.43985167,2292711.53328852,42044.2,28544.2
trace-4,gaussian,srasearch,0.8,8,left,runtime,0.0000007943,3506998.9731405,49541,22541
trace-4,gaussian,srasearch,0.8,8,left,runtime_ascending,3095916.63524503,411082.337894057,36581,36581
trace-4,gaussian,srasearch,0.8,8,none,energy,0.0000007943,3506998.9731405,133435,106435
trace-4,gaussian,srasearch,0.8,8,none,power,1216790.09251741,2290208.88062296,109912.1,99112.1
trace-4,gaussian,srasearch,0.8,8,none,runtime,0.0000007943,3506998.9731405,133435,106435
trace-4,gaussian,srasearch,0.8,8,none,runtime_ascending,3098206.56924625,408792.403893377,113702,113702
trace-4,gaussian,srasearch,0.8,8,right-left,energy,0.0000000928,3506998.9731401,75463.8,48463.8
trace-4,gaussian,srasearch,0.8,8,right-left,power,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,gaussian,srasearch,0.8,8,right-left,runtime,0.0000000928,3506998.9731401,75463.8,48463.8
trace-4,gaussian,srasearch,0.8,8,right-left,runtime_ascending,0.0000003389,3506998.9731404,50643.6,23643.6
trace-4,inverted_exponential,blast,0,2,left,energy,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,2,left,power,27714033.0861766,12637845.8078498,32606.6,32606.6
trace-4,inverted_exponential,blast,0,2,left,runtime,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,2,left,runtime_ascending,40351542.9500089,335.9440174885,27116,27116
trace-4,inverted_exponential,blast,0,2,none,energy,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,2,none,power,28551010.763107,11800868.1309193,32606.6,32606.6
trace-4,inverted_exponential,blast,0,2,none,runtime,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,2,none,runtime_ascending,40351542.9500089,335.9440174885,27116,27116
trace-4,inverted_exponential,blast,0,2,right-left,energy,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,2,right-left,power,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,2,right-left,runtime,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,2,right-left,runtime_ascending,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0,4,left,energy,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,4,left,power,13464311.4764894,26887567.4175369,43275.6,29775.6
trace-4,inverted_exponential,blast,0,4,left,runtime,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,4,left,runtime_ascending,40351542.9500089,335.9440174885,27116,27116
trace-4,inverted_exponential,blast,0,4,none,energy,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,4,none,power,13942038.5841464,26409840.3098799,43275.6,29775.6
trace-4,inverted_exponential,blast,0,4,none,runtime,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,4,none,runtime_ascending,40351542.9500089,335.9440174885,27116,27116
trace-4,inverted_exponential,blast,0,4,right-left,energy,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0,4,right-left,power,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0,4,right-left,runtime,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0,4,right-left,runtime_ascending,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0,8,left,energy,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,8,left,power,13464311.4764894,26887567.4175369,43275.6,29775.6
trace-4,inverted_exponential,blast,0,8,left,runtime,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,8,left,runtime_ascending,40351542.9500089,335.9440174885,27116,27116
trace-4,inverted_exponential,blast,0,8,none,energy,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,8,none,power,13942038.5841464,26409840.3098799,43275.6,29775.6
trace-4,inverted_exponential,blast,0,8,none,runtime,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0,8,none,runtime_ascending,40351542.9500089,335.9440174885,27116,27116
trace-4,inverted_exponential,blast,0,8,right-left,energy,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0,8,right-left,power,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0,8,right-left,runtime,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0,8,right-left,runtime_ascending,0.0000000276,40351878.8940263,58085,31085
trace-4,inverted_exponential,blast,0.5,2,left,energy,30543355.5262602,9808523.36776614,34101,34101
trace-4,inverted_exponential,blast,0.5,2,left,power,34628706.0046567,5723172.88936959,32118.6,32118.6
trace-4,inverted_exponential,blast,0.5,2,left,runtime,30543355.5262602,9808523.36776614,34101,34101
trace-4,inverted_exponential,blast,0.5,2,left,runtime_ascending,36567762.9500088,3784115.94401749,31269,31269
trace-4,inverted_exponential,blast,0.5,2,none,energy,30543355.5262602,9808523.36776614,34101,34101
trace-4,inverted_exponential,blast,0.5,2,none,power,34637751.6160616,5714127.27796478,32118.6,32118.6
trace-4,inverted_exponential,blast,0.5,2,none,runtime,30543355.5262602,9808523.36776614,34101,34101
trace-4,inverted_exponential,blast,0.5,2,none,runtime_ascending,36567762.9500088,3784115.94401749,31269,31269
trace-4,inverted_exponential,blast,0.5,2,right-left,energy,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0.5,2,right-left,power,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0.5,2,right-left,runtime,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0.5,2,right-left,runtime_ascending,4810122.33734831,35541756.556678,45418,45418
trace-4,inverted_exponential,blast,0.5,4,left,energy,96.1327949281,40351782.7612314,53243.9,53243.9
trace-4,inverted_exponential,blast,0.5,4,left,power,206414.67597927,40145464.2180471,54265.5,40765.5
trace-4,inverted_exponential,blast,0.5,4,left,runtime,96.1327949281,40351782.7612314,53243.9,53243.9
