energy_trace,power_distribution,workflow,c_value,deadline_factor,shift_mode,task_ordering,AVERAGE_of_brown_energy_used,AVERAGE_of_green_energy_used,AVERAGE_of_makespan,AVERAGE_of_workflow_stretch
trace-1,gaussian,srasearch,0,8,right-left,runtime_ascending,0.0000002212,3506998.97314016,23219,23219
trace-1,gaussian,srasearch,0.5,2,left,energy,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.5,2,left,power,97.1662118959,3506901.80692831,24278.2,24278.2
trace-1,gaussian,srasearch,0.5,2,left,runtime,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.5,2,left,runtime_ascending,0.0000001682,3506998.97314002,22545.5,22545.5
trace-1,gaussian,srasearch,0.5,2,none,energy,0.0000007026,3506998.97313968,31587,31587
trace-1,gaussian,srasearch,0.5,2,none,power,200.6658934985,3506798.3072467,27651.4,27651.4
trace-1,gaussian,srasearch,0.5,2,none,runtime,0.0000007026,3506998.97313968,31587,31587
trace-1,gaussian,srasearch,0.5,2,none,runtime_ascending,15376.0885643436,3491622.88457548,25023,25023
trace-1,gaussian,srasearch,0.5,2,right-left,energy,0.000000189,3506998.97313983,24003.6,24003.6
trace-1,gaussian,srasearch,0.5,2,right-left,power,0.000000149,3506998.97314005,24515.6,24515.6
trace-1,gaussian,srasearch,0.5,2,right-left,runtime,0.000000189,3506998.97313983,24003.6,24003.6
trace-1,gaussian,srasearch,0.5,2,right-left,runtime_ascending,0.0000002212,3506998.97314016,23219,23219
trace-1,gaussian,srasearch,0.5,4,left,energy,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.5,4,left,power,0.0000001278,3506998.97314007,31087.8,31087.8
trace-1,gaussian,srasearch,0.5,4,left,runtime,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.5,4,left,runtime_ascending,0.0000000906,3506998.97313992,27984.1,27984.1
trace-1,gaussian,srasearch,0.5,4,none,energy,0.0000007026,3506998.97313968,85801,85801
trace-1,gaussian,srasearch,0.5,4,none,power,0.237783591,3506998.7353566,52798.2,52798.2
trace-1,gaussian,srasearch,0.5,4,none,runtime,0.0000007026,3506998.97313968,85801,85801
trace-1,gaussian,srasearch,0.5,4,none,runtime_ascending,2267.0361807604,3504731.93695925,38569,38569
trace-1,gaussian,srasearch,0.5,4,right-left,energy,0.000000189,3506998.97313983,29425,29425
trace-1,gaussian,srasearch,0.5,4,right-left,power,0.0000001278,3506998.97314007,32591.6,32591.6
trace-1,gaussian,srasearch,0.5,4,right-left,runtime,0.000000189,3506998.97313983,29425,29425
trace-1,gaussian,srasearch,0.5,4,right-left,runtime_ascending,0.0000001179,3506998.97314008,27907.4,27907.4
trace-1,gaussian,srasearch,0.5,8,left,energy,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.5,8,left,power,0.0000001149,3506998.97314008,42092.5,42092.5
trace-1,gaussian,srasearch,0.5,8,left,runtime,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.5,8,left,runtime_ascending,0.000000017,3506998.97313999,67273.7,67273.7
trace-1,gaussian,srasearch,0.5,8,none,energy,0.0000007026,3506998.97313968,85801,85801
trace-1,gaussian,srasearch,0.5,8,none,power,0.2377835721,3506998.73535663,85883.7,85883.7
trace-1,gaussian,srasearch,0.5,8,none,runtime,0.0000007026,3506998.97313968,85801,85801
trace-1,gaussian,srasearch,0.5,8,none,runtime_ascending,0.0000000173,3506998.97313999,85802,85802
trace-1,gaussian,srasearch,0.5,8,right-left,energy,0.000000189,3506998.97313983,29425,29425
trace-1,gaussian,srasearch,0.5,8,right-left,power,0.0000001151,3506998.97314008,48298.6,48298.6
trace-1,gaussian,srasearch,0.5,8,right-left,runtime,0.000000189,3506998.97313983,29425,29425
trace-1,gaussian,srasearch,0.5,8,right-left,runtime_ascending,0.000000017,3506998.97314,67111.7,67111.7
trace-1,gaussian,srasearch,0.8,2,left,energy,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.8,2,left,power,43.8339612881,3506955.13917891,26340.1,26340.1
trace-1,gaussian,srasearch,0.8,2,left,runtime,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.8,2,left,runtime_ascending,0.0000000427,3506998.97313997,27616.4,27616.4
trace-1,gaussian,srasearch,0.8,2,none,energy,0.0000007026,3506998.97313968,37015,37015
trace-1,gaussian,srasearch,0.8,2,none,power,44.0717447448,3506954.90139545,32845,32845
trace-1,gaussian,srasearch,0.8,2,none,runtime,0.0000007026,3506998.97313968,37015,37015
trace-1,gaussian,srasearch,0.8,2,none,runtime_ascending,86.4835790117,3506912.489561,30200,30200
trace-1,gaussian,srasearch,0.8,2,right-left,energy,0.000000189,3506998.97313983,24546.4,24546.4
trace-1,gaussian,srasearch,0.8,2,right-left,power,0.0000001149,3506998.97314008,27001.6,27001.6
trace-1,gaussian,srasearch,0.8,2,right-left,runtime,0.000000189,3506998.97313983,24546.4,24546.4
trace-1,gaussian,srasearch,0.8,2,right-left,runtime_ascending,0.0000000473,3506998.97313997,27544.4,27544.4
trace-1,gaussian,srasearch,0.8,4,left,energy,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.8,4,left,power,0.000000149,3506998.97314005,29515,29515
trace-1,gaussian,srasearch,0.8,4,left,runtime,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.8,4,left,runtime_ascending,0.0000001909,3506998.97314001,23708.2,23708.2
trace-1,gaussian,srasearch,0.8,4,none,energy,0.0000007026,3506998.97313968,85801,85801
trace-1,gaussian,srasearch,0.8,4,none,power,80.3431303681,3506918.63000983,85801,85801
trace-1,gaussian,srasearch,0.8,4,none,runtime,0.0000007026,3506998.97313968,85801,85801
trace-1,gaussian,srasearch,0.8,4,none,runtime_ascending,103.2168642373,3506895.75627577,85801,85801
trace-1,gaussian,srasearch,0.8,4,right-left,energy,0.000000189,3506998.97313983,29425,29425
trace-1,gaussian,srasearch,0.8,4,right-left,power,0.0000001613,3506998.97314004,29515,29515
trace-1,gaussian,srasearch,0.8,4,right-left,runtime,0.000000189,3506998.97313983,29425,29425
trace-1,gaussian,srasearch,0.8,4,right-left,runtime_ascending,0.0000002212,3506998.97314016,23219,23219
trace-1,gaussian,srasearch,0.8,8,left,energy,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.8,8,left,power,0.0000001156,3506998.97314008,43997.4,43997.4
trace-1,gaussian,srasearch,0.8,8,left,runtime,0.0000007026,3506998.97313968,22541,22541
trace-1,gaussian,srasearch,0.8,8,left,runtime_ascending,0.0000000131,3506998.97313999,73869.8,73869.8
trace-1,gaussian,srasearch,0.8,8,none,energy,0.0000007026,3506998.97313968,123715,123715
trace-1,gaussian,srasearch,0.8,8,none,power,0.2377835731,3506998.73535662,96335.5,96335.5
trace-1,gaussian,srasearch,0.8,8,none,runtime,0.0000007026,3506998.97313968,123715,123715
trace-1,gaussian,srasearch,0.8,8,none,runtime_ascending,0.0000000138,3506998.97313999,95225,95225
trace-1,gaussian,srasearch,0.8,8,right-left,energy,0.000000189,3506998.97313983,33216.4,33216.4
trace-1,gaussian,srasearch,0.8,8,right-left,power,0.0000001158,3506998.97314008,51161.4,51161.4
trace-1,gaussian,srasearch,0.8,8,right-left,runtime,0.000000189,3506998.97313983,33216.4,33216.4
trace-1,gaussian,srasearch,0.8,8,right-left,runtime_ascending,0.0000000131,3506998.97314,73707.8,73707.8
trace-1,inverted_exponential,blast,0,2,left,energy,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,2,left,power,0.0000000292,40351878.8940263,23570.3,23570.3
trace-1,inverted_exponential,blast,0,2,left,runtime,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,2,left,runtime_ascending,0.0000000292,40351878.8940262,22709,22709
trace-1,inverted_exponential,blast,0,2,none,energy,0.000000039,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,2,none,power,148524.933276361,40203353.96075,23570.3,23570.3
trace-1,inverted_exponential,blast,0,2,none,runtime,0.000000039,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,2,none,runtime_ascending,619777.029678935,39732101.8643474,22709,22709
trace-1,inverted_exponential,blast,0,2,right-left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,2,right-left,power,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,2,right-left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,2,right-left,runtime_ascending,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,4,left,energy,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,4,left,power,0.0000000292,40351878.8940263,23570.3,23570.3
trace-1,inverted_exponential,blast,0,4,left,runtime,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,4,left,runtime_ascending,0.0000000292,40351878.8940262,22709,22709
trace-1,inverted_exponential,blast,0,4,none,energy,0.000000039,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,4,none,power,148524.933276361,40203353.96075,23570.3,23570.3
trace-1,inverted_exponential,blast,0,4,none,runtime,0.000000039,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,4,none,runtime_ascending,619777.029678935,39732101.8643474,22709,22709
trace-1,inverted_exponential,blast,0,4,right-left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,4,right-left,power,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,4,right-left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,4,right-left,runtime_ascending,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,8,left,energy,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,8,left,power,0.0000000292,40351878.8940263,23570.3,23570.3
trace-1,inverted_exponential,blast,0,8,left,runtime,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,8,left,runtime_ascending,0.0000000292,40351878.8940262,22709,22709
trace-1,inverted_exponential,blast,0,8,none,energy,0.000000039,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,8,none,power,148524.933276361,40203353.96075,23570.3,23570.3
trace-1,inverted_exponential,blast,0,8,none,runtime,0.000000039,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0,8,none,runtime_ascending,619777.029678935,39732101.8643474,22709,22709
trace-1,inverted_exponential,blast,0,8,right-left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,8,right-left,power,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,8,right-left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0,8,right-left,runtime_ascending,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,2,left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,2,left,power,0.0000000291,40351878.8940263,26457.3,26457.3
trace-1,inverted_exponential,blast,0.5,2,left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,2,left,runtime_ascending,0.0000000292,40351878.8940263,25244.4,25244.4
trace-1,inverted_exponential,blast,0.5,2,none,energy,0.0000000292,40351878.8940263,34025,34025
trace-1,inverted_exponential,blast,0.5,2,none,power,0.0000000291,40351878.8940263,30353.8,30353.8
trace-1,inverted_exponential,blast,0.5,2,none,runtime,0.0000000292,40351878.8940263,34025,34025
trace-1,inverted_exponential,blast,0.5,2,none,runtime_ascending,0.0000000292,40351878.8940263,31269,31269
trace-1,inverted_exponential,blast,0.5,2,right-left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,2,right-left,power,0.0000000291,40351878.8940263,26457.3,26457.3
trace-1,inverted_exponential,blast,0.5,2,right-left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,2,right-left,runtime_ascending,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,4,left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,4,left,power,0.0000000291,40351878.8940263,37386.7,37386.7
trace-1,inverted_exponential,blast,0.5,4,left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,4,left,runtime_ascending,0.0000000291,40351878.8940263,43497,43497
trace-1,inverted_exponential,blast,0.5,4,none,energy,7432.5043738964,40344446.3896524,85916,85916
trace-1,inverted_exponential,blast,0.5,4,none,power,1034.3556256601,40350844.5384006,73795.8,73795.8
trace-1,inverted_exponential,blast,0.5,4,none,runtime,7432.5043738964,40344446.3896524,85916,85916
trace-1,inverted_exponential,blast,0.5,4,none,runtime_ascending,0.0000000291,40351878.8940263,85916,85916
trace-1,inverted_exponential,blast,0.5,4,right-left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,4,right-left,power,0.0000000291,40351878.8940263,37386.7,37386.7
trace-1,inverted_exponential,blast,0.5,4,right-left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.5,4,right-left,runtime_ascending,0.0000000291,40351878.8940263,43473.3,43473.3
trace-1,inverted_exponential,blast,0.5,8,left,energy,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.5,8,left,power,0.0000000282,40351878.8940263,46056.7,46056.7
trace-1,inverted_exponential,blast,0.5,8,left,runtime,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.5,8,left,runtime_ascending,0.0000000291,40351878.8940263,43497,43497
trace-1,inverted_exponential,blast,0.5,8,none,energy,0.000000027,40351878.8940263,108474,108474
trace-1,inverted_exponential,blast,0.5,8,none,power,0.0000000282,40351878.8940263,76462.2,76462.2
trace-1,inverted_exponential,blast,0.5,8,none,runtime,0.000000027,40351878.8940263,108474,108474
trace-1,inverted_exponential,blast,0.5,8,none,runtime_ascending,0.0000000291,40351878.8940263,85916,85916
trace-1,inverted_exponential,blast,0.5,8,right-left,energy,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.5,8,right-left,power,0.0000000282,40351878.8940263,46056.7,46056.7
trace-1,inverted_exponential,blast,0.5,8,right-left,runtime,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.5,8,right-left,runtime_ascending,0.0000000291,40351878.8940263,43473.3,43473.3
trace-1,inverted_exponential,blast,0.8,2,left,energy,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0.8,2,left,power,0.0000000292,40351878.8940263,24872,24872
trace-1,inverted_exponential,blast,0.8,2,left,runtime,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0.8,2,left,runtime_ascending,0.0000000292,40351878.8940263,25244.4,25244.4
trace-1,inverted_exponential,blast,0.8,2,none,energy,0.000000039,40351878.8940263,27284,27284
trace-1,inverted_exponential,blast,0.8,2,none,power,0.0000000292,40351878.8940263,33293.2,33293.2
trace-1,inverted_exponential,blast,0.8,2,none,runtime,0.000000039,40351878.8940263,27284,27284
trace-1,inverted_exponential,blast,0.8,2,none,runtime_ascending,0.0000000292,40351878.8940263,36404,36404
trace-1,inverted_exponential,blast,0.8,2,right-left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.8,2,right-left,power,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.8,2,right-left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.8,2,right-left,runtime_ascending,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.8,4,left,energy,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0.8,4,left,power,0.0000000292,40351878.8940263,25077.5,25077.5
trace-1,inverted_exponential,blast,0.8,4,left,runtime,0.0000000292,40351878.8940263,22709,22709
trace-1,inverted_exponential,blast,0.8,4,left,runtime_ascending,0.0000000291,40351878.8940263,43497,43497
trace-1,inverted_exponential,blast,0.8,4,none,energy,7764047.36460414,32587831.5294221,85916,85916
trace-1,inverted_exponential,blast,0.8,4,none,power,4977537.80593965,35374341.0880866,73818.8,73818.8
trace-1,inverted_exponential,blast,0.8,4,none,runtime,7764047.36460414,32587831.5294221,85916,85916
trace-1,inverted_exponential,blast,0.8,4,none,runtime_ascending,0.0000000291,40351878.8940263,85916,85916
trace-1,inverted_exponential,blast,0.8,4,right-left,energy,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.8,4,right-left,power,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.8,4,right-left,runtime,0.0000000292,40351878.8940263,25197.5,25197.5
trace-1,inverted_exponential,blast,0.8,4,right-left,runtime_ascending,0.0000000291,40351878.8940263,43473.3,43473.3
trace-1,inverted_exponential,blast,0.8,8,left,energy,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.8,8,left,power,0.000000029,40351878.8940263,43834.7,43834.7
trace-1,inverted_exponential,blast,0.8,8,left,runtime,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.8,8,left,runtime_ascending,0.0000000291,40351878.8940263,53169,53169
trace-1,inverted_exponential,blast,0.8,8,none,energy,0.000000027,40351878.8940263,108474,108474
trace-1,inverted_exponential,blast,0.8,8,none,power,76727.9761835034,40275150.9178428,98678.5,98678.5
trace-1,inverted_exponential,blast,0.8,8,none,runtime,0.000000027,40351878.8940263,108474,108474
trace-1,inverted_exponential,blast,0.8,8,none,runtime_ascending,0.0000000291,40351878.8940263,118156,118156
trace-1,inverted_exponential,blast,0.8,8,right-left,energy,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.8,8,right-left,power,0.000000029,40351878.8940263,43834.7,43834.7
trace-1,inverted_exponential,blast,0.8,8,right-left,runtime,0.000000027,40351878.8940263,66789.5,66789.5
trace-1,inverted_exponential,blast,0.8,8,right-left,runtime_ascending,0.0000000291,40351878.8940263,53145.3,53145.3
trace-1,inverted_exponential,bwa,0,2,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,2,left,power,0.0000000741,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,2,left,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,2,left,runtime_ascending,0.000000054,2096147.04695602,22663,22663
trace-1,inverted_exponential,bwa,0,2,none,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,2,none,power,0.0000000742,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,2,none,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,2,none,runtime_ascending,0.0000000662,2096147.04695601,22663,22663
trace-1,inverted_exponential,bwa,0,2,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,2,right-left,power,0.0000000741,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,2,right-left,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,2,right-left,runtime_ascending,0.000000054,2096147.04695602,22663,22663
trace-1,inverted_exponential,bwa,0,4,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,4,left,power,0.0000000741,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,4,left,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,4,left,runtime_ascending,0.000000054,2096147.04695602,22663,22663
trace-1,inverted_exponential,bwa,0,4,none,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,4,none,power,0.0000000742,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,4,none,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,4,none,runtime_ascending,0.0000000662,2096147.04695601,22663,22663
trace-1,inverted_exponential,bwa,0,4,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,4,right-left,power,0.0000000741,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,4,right-left,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,4,right-left,runtime_ascending,0.000000054,2096147.04695602,22663,22663
trace-1,inverted_exponential,bwa,0,8,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,8,left,power,0.0000000741,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,8,left,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,8,left,runtime_ascending,0.000000054,2096147.04695602,22663,22663
trace-1,inverted_exponential,bwa,0,8,none,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,8,none,power,0.0000000742,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,8,none,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,8,none,runtime_ascending,0.0000000662,2096147.04695601,22663,22663
trace-1,inverted_exponential,bwa,0,8,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,8,right-left,power,0.0000000741,2096147.046956,22663,22663
trace-1,inverted_exponential,bwa,0,8,right-left,runtime,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0,8,right-left,runtime_ascending,0.000000054,2096147.04695602,22663,22663
trace-1,inverted_exponential,bwa,0.5,2,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.5,2,left,power,0.0000000889,2096147.04695598,23343.4,23343.4
trace-1,inverted_exponential,bwa,0.5,2,left,runtime,0.0000000889,2096147.04695598,23614.6,23614.6
trace-1,inverted_exponential,bwa,0.5,2,left,runtime_ascending,0.0000000889,2096147.04695598,23343.4,23343.4
trace-1,inverted_exponential,bwa,0.5,2,none,energy,0.000000089,2096147.04695598,29324.2,29324.2
trace-1,inverted_exponential,bwa,0.5,2,none,power,0.0000000889,2096147.04695598,29396.8,29396.8
trace-1,inverted_exponential,bwa,0.5,2,none,runtime,0.000000089,2096147.04695598,32179,32179
trace-1,inverted_exponential,bwa,0.5,2,none,runtime_ascending,0.000000089,2096147.04695598,29467,29467
trace-1,inverted_exponential,bwa,0.5,2,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.5,2,right-left,power,0.0000000889,2096147.04695598,23343.4,23343.4
trace-1,inverted_exponential,bwa,0.5,2,right-left,runtime,0.0000000889,2096147.04695598,23614.6,23614.6
trace-1,inverted_exponential,bwa,0.5,2,right-left,runtime_ascending,0.0000000889,2096147.04695598,23343.4,23343.4
trace-1,inverted_exponential,bwa,0.5,4,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.5,4,left,power,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.5,4,left,runtime,0.0000000889,2096147.04695598,29248,29248
trace-1,inverted_exponential,bwa,0.5,4,left,runtime_ascending,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.5,4,none,energy,0.000000089,2096147.04695598,68758,68758
trace-1,inverted_exponential,bwa,0.5,4,none,power,0.0000000889,2096147.04695598,66596.2,66596.2
trace-1,inverted_exponential,bwa,0.5,4,none,runtime,0.000000089,2096147.04695598,88513,88513
trace-1,inverted_exponential,bwa,0.5,4,none,runtime_ascending,0.000000089,2096147.04695598,85801,85801
trace-1,inverted_exponential,bwa,0.5,4,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.5,4,right-left,power,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.5,4,right-left,runtime,0.0000000889,2096147.04695598,29248,29248
trace-1,inverted_exponential,bwa,0.5,4,right-left,runtime_ascending,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.5,8,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.5,8,left,power,0.0000000637,2096147.04695601,42956.2,42956.2
trace-1,inverted_exponential,bwa,0.5,8,left,runtime,0.0000000889,2096147.04695598,29248,29248
trace-1,inverted_exponential,bwa,0.5,8,left,runtime_ascending,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.5,8,none,energy,0.000000089,2096147.04695598,68758,68758
trace-1,inverted_exponential,bwa,0.5,8,none,power,0.0000000637,2096147.04695601,82351.2,82351.2
trace-1,inverted_exponential,bwa,0.5,8,none,runtime,0.000000089,2096147.04695598,88513,88513
trace-1,inverted_exponential,bwa,0.5,8,none,runtime_ascending,0.000000089,2096147.04695598,85801,85801
trace-1,inverted_exponential,bwa,0.5,8,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.5,8,right-left,power,0.0000000637,2096147.04695601,42956.2,42956.2
trace-1,inverted_exponential,bwa,0.5,8,right-left,runtime,0.0000000889,2096147.04695598,29248,29248
trace-1,inverted_exponential,bwa,0.5,8,right-left,runtime_ascending,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.8,2,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,2,left,power,0.0000000889,2096147.04695598,23914.4,23914.4
trace-1,inverted_exponential,bwa,0.8,2,left,runtime,0.0000000889,2096147.04695598,24185.6,24185.6
trace-1,inverted_exponential,bwa,0.8,2,left,runtime_ascending,0.0000000889,2096147.04695598,23914.4,23914.4
trace-1,inverted_exponential,bwa,0.8,2,none,energy,0.000000089,2096147.04695598,33321.2,33321.2
trace-1,inverted_exponential,bwa,0.8,2,none,power,0.0000000889,2096147.04695598,33925,33925
trace-1,inverted_exponential,bwa,0.8,2,none,runtime,0.000000089,2096147.04695598,37889,37889
trace-1,inverted_exponential,bwa,0.8,2,none,runtime_ascending,0.000000089,2096147.04695598,35177,35177
trace-1,inverted_exponential,bwa,0.8,2,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,2,right-left,power,0.0000000889,2096147.04695598,23914.4,23914.4
trace-1,inverted_exponential,bwa,0.8,2,right-left,runtime,0.0000000889,2096147.04695598,24185.6,24185.6
trace-1,inverted_exponential,bwa,0.8,2,right-left,runtime_ascending,0.0000000889,2096147.04695598,23914.4,23914.4
trace-1,inverted_exponential,bwa,0.8,4,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,4,left,power,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.8,4,left,runtime,0.0000000889,2096147.04695598,29248,29248
trace-1,inverted_exponential,bwa,0.8,4,left,runtime_ascending,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,4,none,energy,0.000000089,2096147.04695598,68758,68758
trace-1,inverted_exponential,bwa,0.8,4,none,power,973403.364795492,1122743.68216058,81385.6,81385.6
trace-1,inverted_exponential,bwa,0.8,4,none,runtime,0.000000089,2096147.04695598,88513,88513
